Numéro de boucle;Jour;00;01;02;03;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18;19;20;21;22;23;Total;Probabilité de présence d'anomalies;Jour de la semaine;Boucle de comptage;Date formatée;Vacances
785;2025-10-24;34;14;10;7;11;7;21;96;327;188;78;76;136;146;90;118;151;213;206;155;87;52;34;52;2309;;5;785 - 50 Otages Vers Sud;2025-10-24;Vacances de la Toussaint
948;2025-10-24;0;1;1;0;0;0;2;2;29;13;9;6;20;19;16;17;16;43;25;13;6;5;3;5;251;;5;948 - Bd Malakoff vers Est;2025-10-24;Vacances de la Toussaint
949;2025-10-24;1;0;0;0;0;0;0;3;11;6;1;1;2;1;0;0;1;7;11;2;1;0;0;0;48;;5;949 - avenue de la Libération vers Sud;2025-10-24;Vacances de la Toussaint
980;2025-10-24;1;0;0;0;0;0;0;1;1;1;0;2;4;8;2;4;1;3;4;0;1;0;0;0;33;;5;980 - Pont Tabarly vers Sud;2025-10-24;Vacances de la Toussaint
988;2025-10-24;5;0;0;1;0;2;16;61;188;99;45;30;47;43;29;48;45;98;85;65;44;17;5;10;983;;5;988 - Kennedy vers Est;2025-10-24;Vacances de la Toussaint
786;2025-10-24;44;37;11;21;8;10;24;63;162;116;81;77;163;113;102;120;157;266;269;153;93;57;49;61;2257;;5;786 - 50 Otages Vers Nord;2025-10-24;Vacances de la Toussaint
995;2025-10-24;5;0;1;0;1;6;11;43;147;65;35;32;52;49;31;43;59;95;70;56;22;6;13;13;855;;5;995 - Ceineray vers Ouest;2025-10-24;Vacances de la Toussaint
673;2025-10-24;3;6;5;2;4;3;8;24;54;26;11;15;26;28;23;31;43;100;70;34;20;15;12;12;575;;5;673 - Pont de Pornic vers Sud;2025-10-24;Vacances de la Toussaint
681;2025-10-24;8;5;5;3;3;4;3;17;41;28;16;22;37;37;31;30;53;82;79;53;31;29;19;21;657;;5;681 - Stalingrad vers est;2025-10-24;Vacances de la Toussaint
683;2025-10-24;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;5;683 - pont Anne de Bretagne vers Nord;2025-10-24;Vacances de la Toussaint
727;2025-10-24;1;1;0;0;0;2;8;33;61;18;15;17;26;23;10;13;28;44;33;17;7;8;3;5;373;;5;727 - Pont Tabarly vers Nord;2025-10-24;Vacances de la Toussaint
747;2025-10-24;4;2;2;0;0;0;3;54;88;60;23;21;21;24;11;22;27;41;49;15;9;8;1;0;485;;5;747 - Chemin de halage Tortière vers Nord;2025-10-24;Vacances de la Toussaint
979;2025-10-24;6;0;1;2;0;6;20;40;119;58;21;18;43;44;23;35;40;58;54;44;22;10;8;12;684;;5;979 - pont des 3 Continents vers Sud;2025-10-24;Vacances de la Toussaint
981;2025-10-24;2;0;0;0;0;0;1;5;10;4;0;2;10;7;7;2;7;5;6;8;4;3;1;3;87;;5;981 - Pont Tabarly vers Nord;2025-10-24;Vacances de la Toussaint
987;2025-10-24;0;0;0;0;1;2;0;4;27;10;6;8;15;8;9;12;18;32;28;12;6;5;12;6;221;;5;987 - Tremie vers Est;2025-10-24;Vacances de la Toussaint
945;2025-10-24;12;2;4;1;1;2;6;15;56;38;18;15;33;50;26;29;42;62;55;36;17;18;11;8;557;;5;945 - Magellan vers Ouest;2025-10-24;Vacances de la Toussaint
943;2025-10-24;0;0;0;0;1;0;1;3;8;5;3;2;10;6;3;2;4;14;3;3;4;2;1;3;78;;5;943 - Magellan vers Ouest;2025-10-24;Vacances de la Toussaint
959;2025-10-24;0;0;0;2;2;3;3;14;5;8;1;1;4;9;2;0;6;6;1;4;1;1;0;0;73;;5;959 - Sorinières Vers Sud;2025-10-24;Vacances de la Toussaint
788;2025-10-24;37;33;11;14;12;4;13;49;99;73;42;66;88;86;68;66;104;185;210;114;70;47;58;41;1590;;5;788 - 50 Otages Vers Nord;2025-10-24;Vacances de la Toussaint
670;2025-10-24;6;1;4;4;3;3;9;9;11;9;7;7;15;12;4;9;11;17;19;9;5;4;1;6;185;;5;670 - Pont de Pirmil vers Sud;2025-10-24;Vacances de la Toussaint
997;2025-10-24;1;0;0;0;0;1;9;22;70;27;12;18;27;28;9;29;39;62;52;22;11;2;4;0;445;;5;997 - Van Iseghem vers Sud;2025-10-24;Vacances de la Toussaint
664;2025-10-24;9;3;1;1;2;2;9;38;107;56;17;28;34;53;40;35;56;112;90;57;36;14;25;22;847;;5;664 - Bonduelle vers sud;2025-10-24;Vacances de la Toussaint
668;2025-10-24;9;4;3;1;4;0;7;18;40;33;8;19;36;46;19;19;60;93;90;43;26;13;23;14;628;;5;668 - De Gaulle vers sud;2025-10-24;Vacances de la Toussaint
676;2025-10-24;5;1;2;1;0;0;5;13;82;40;11;16;28;36;19;26;40;62;56;32;15;15;5;20;530;;5;676 - Pont Willy Brandt vers Beaulieu;2025-10-24;Vacances de la Toussaint
672;2025-10-24;9;2;2;0;0;3;8;51;145;66;30;19;52;36;29;33;49;67;62;48;26;14;9;14;774;;5;672 - Pont de Pornic vers Nord;2025-10-24;Vacances de la Toussaint
682;2025-10-24;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;5;682 - pont Anne de Bretagne vers Sud;2025-10-24;Vacances de la Toussaint
742;2025-10-24;16;11;9;3;8;9;21;52;123;73;35;39;95;70;52;56;84;147;118;90;56;29;39;32;1267;;5;742 - Philippot vers Est;2025-10-24;Vacances de la Toussaint
994;2025-10-24;13;13;2;2;1;2;4;23;43;24;24;24;32;31;30;27;40;82;76;35;18;14;20;15;595;;5;994 - Ceineray vers Est;2025-10-24;Vacances de la Toussaint
996;2025-10-24;9;5;3;0;0;0;7;35;53;31;17;15;16;16;15;24;29;37;28;10;7;9;10;7;383;;5;996 - Van Iseghem vers Nord;2025-10-24;Vacances de la Toussaint
670;2025-10-23;0;0;2;0;2;1;6;15;17;7;4;6;13;6;6;5;14;18;31;14;12;3;7;3;192;;4;670 - Pont de Pirmil vers Sud;2025-10-23;Vacances de la Toussaint
673;2025-10-23;4;5;1;0;3;4;6;36;48;26;11;7;23;18;15;26;46;93;110;51;31;15;14;16;609;;4;673 - Pont de Pornic vers Sud;2025-10-23;Vacances de la Toussaint
788;2025-10-23;23;17;4;2;1;3;6;33;109;58;27;35;84;65;53;54;97;178;263;144;92;59;73;63;1543;;4;788 - 50 Otages Vers Nord;2025-10-23;Vacances de la Toussaint
677;2025-10-23;6;0;1;0;0;2;4;25;77;43;5;13;30;27;12;13;32;61;88;32;14;16;3;4;508;;4;677 - Pont Willy Brandt vers Malakoff;2025-10-23;Vacances de la Toussaint
743;2025-10-23;11;6;7;1;0;1;5;36;157;106;27;30;59;51;39;36;56;113;147;93;50;35;22;20;1108;;4;743 - Philippot vers ouest;2025-10-23;Vacances de la Toussaint
744;2025-10-23;5;3;0;1;4;3;4;23;58;37;24;21;43;45;30;41;36;84;90;67;49;26;31;13;738;;4;744 - Calvaire vers Est;2025-10-23;Vacances de la Toussaint
666;2025-10-23;2;2;0;0;1;1;1;5;11;9;5;3;10;12;7;10;15;24;25;15;7;9;4;3;181;;4;666 - Pont Audibert vers Sud;2025-10-23;Vacances de la Toussaint
667;2025-10-23;6;2;2;3;3;10;36;83;232;148;64;50;102;90;74;57;114;205;224;130;75;39;22;29;1800;;4;667 - Entrée pont Audibert vers Nord;2025-10-23;Vacances de la Toussaint
977;2025-10-23;2;0;0;0;0;2;4;4;0;0;0;0;0;0;0;0;0;2;2;2;0;4;0;0;22;;4;977 - pont des 3 Continents vers Nord;2025-10-23;Vacances de la Toussaint
989;2025-10-23;14;6;7;1;2;13;33;57;72;25;7;13;41;40;28;41;74;157;173;96;50;41;42;30;1063;;4;989 - Kennedy vers Ouest;2025-10-23;Vacances de la Toussaint
675;2025-10-23;5;6;0;0;0;0;0;0;2;1;5;8;0;0;0;0;0;8;25;5;18;4;4;1;92;;4;675 - Pont Haudaudine vers Nord;2025-10-23;Vacances de la Toussaint
880;2025-10-23;15;6;3;2;5;4;13;41;175;82;29;32;64;68;54;56;70;148;164;109;68;46;41;44;1339;;4;880 - Madeleine vers Nord;2025-10-23;Vacances de la Toussaint
959;2025-10-23;0;1;0;3;2;3;6;11;5;4;1;1;2;2;4;3;2;0;4;3;0;1;0;0;58;;4;959 - Sorinières Vers Sud;2025-10-23;Vacances de la Toussaint
960;2025-10-23;0;0;0;0;0;0;1;1;2;1;1;2;1;3;4;2;3;5;8;3;0;0;0;1;38;;4;960 - Sorinières Vers Nord;2025-10-23;Vacances de la Toussaint
947;2025-10-23;0;0;0;1;0;1;1;10;54;27;7;3;7;16;2;6;15;13;16;16;10;6;4;0;215;;4;947 - Bd Malakoff vers Ouest;2025-10-23;Vacances de la Toussaint
742;2025-10-23;12;9;1;1;0;8;23;59;160;89;26;23;73;51;55;41;52;139;136;95;53;33;45;27;1211;;4;742 - Philippot vers Est;2025-10-23;Vacances de la Toussaint
944;2025-10-23;0;0;0;0;0;0;3;8;22;16;6;3;3;4;6;6;9;12;25;12;3;4;5;6;153;;4;944 - Magellan vers Est;2025-10-23;Vacances de la Toussaint
674;2025-10-23;9;7;2;0;0;1;4;36;124;84;22;28;51;49;35;20;57;76;110;75;44;21;29;15;899;;4;674 - Pont Haudaudine vers Sud;2025-10-23;Vacances de la Toussaint
676;2025-10-23;2;0;0;1;0;0;4;13;104;56;10;9;24;28;14;13;22;62;74;42;18;19;10;12;537;;4;676 - Pont Willy Brandt vers Beaulieu;2025-10-23;Vacances de la Toussaint
668;2025-10-23;5;3;0;1;3;0;6;8;61;16;11;13;22;31;23;17;40;95;115;46;28;17;29;18;608;;4;668 - De Gaulle vers sud;2025-10-23;Vacances de la Toussaint
672;2025-10-23;2;0;0;0;0;3;4;57;181;87;18;16;41;36;24;19;31;52;76;45;29;8;5;12;746;;4;672 - Pont de Pornic vers Nord;2025-10-23;Vacances de la Toussaint
881;2025-10-23;5;2;2;1;4;6;20;58;129;100;45;36;90;78;72;53;118;218;224;132;77;36;23;27;1556;;4;881 - Madeleine vers Sud;2025-10-23;Vacances de la Toussaint
949;2025-10-23;0;0;0;0;0;0;3;13;6;4;0;2;3;0;1;1;4;2;15;16;1;3;0;0;74;;4;949 - avenue de la Libération vers Sud;2025-10-23;Vacances de la Toussaint
950;2025-10-23;0;0;0;0;0;0;0;3;4;4;0;2;3;0;1;1;4;2;2;4;1;3;0;0;34;;4;950 - avenue de la Libération vers Nord;2025-10-23;Vacances de la Toussaint
979;2025-10-23;3;1;1;1;1;4;16;37;120;63;20;16;19;39;17;19;40;47;84;46;19;9;5;8;635;;4;979 - pont des 3 Continents vers Sud;2025-10-23;Vacances de la Toussaint
981;2025-10-23;0;1;0;0;1;0;1;4;12;3;0;1;1;4;0;3;6;16;8;6;5;0;1;1;74;;4;981 - Pont Tabarly vers Nord;2025-10-23;Vacances de la Toussaint
988;2025-10-23;5;1;0;0;1;1;10;39;183;114;28;25;35;34;41;13;43;66;84;84;41;22;13;9;892;;4;988 - Kennedy vers Est;2025-10-23;Vacances de la Toussaint
787;2025-10-23;9;7;4;3;4;3;19;61;254;153;48;45;98;88;48;60;84;168;183;116;84;40;29;36;1644;;4;787 - 50 Otages Vers Sud;2025-10-23;Vacances de la Toussaint
683;2025-10-23;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;4;683 - pont Anne de Bretagne vers Nord;2025-10-23;Vacances de la Toussaint
725;2025-10-23;2;1;0;0;1;0;2;15;64;27;9;6;14;31;13;13;17;54;50;32;19;11;9;9;399;;4;725 - Pont Tabarly vers Sud;2025-10-23;Vacances de la Toussaint
669;2025-10-23;0;1;0;1;3;3;8;45;141;61;15;18;17;20;25;10;22;34;53;38;17;19;6;8;565;;4;669 - De Gaulle sortie Clémenceau vers Nord;2025-10-23;Vacances de la Toussaint
948;2025-10-23;3;2;0;1;0;0;1;5;20;12;8;3;11;16;8;13;15;44;58;29;8;4;2;3;266;;4;948 - Bd Malakoff vers Est;2025-10-23;Vacances de la Toussaint
986;2025-10-23;1;1;0;0;1;0;2;12;32;22;6;9;9;8;9;10;16;18;19;15;8;4;3;2;207;;4;986 - Tremie vers Ouest;2025-10-23;Vacances de la Toussaint
946;2025-10-23;1;4;1;3;1;1;9;29;94;71;27;15;44;39;26;23;41;66;102;46;31;17;12;18;721;;4;946 - Magellan vers Est;2025-10-23;Vacances de la Toussaint
943;2025-10-23;0;0;0;0;0;0;1;7;14;8;5;0;6;8;0;3;4;11;21;8;3;4;0;0;103;;4;943 - Magellan vers Ouest;2025-10-23;Vacances de la Toussaint
786;2025-10-23;32;25;9;6;3;7;18;49;164;103;62;44;163;99;95;73;135;303;328;230;123;79;62;66;2278;;4;786 - 50 Otages Vers Nord;2025-10-23;Vacances de la Toussaint
672;2025-10-23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;4;672 - Pont de Pornic vers Nord;2025-10-23;Vacances de la Toussaint
995;2025-10-23;5;0;0;1;2;3;8;27;182;78;29;20;50;47;32;33;38;84;80;83;33;10;9;4;858;;4;995 - Ceineray vers Ouest;2025-10-23;Vacances de la Toussaint
673;2025-10-23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;4;673 - Pont de Pornic vers Sud;2025-10-23;Vacances de la Toussaint
672;2025-10-23;5;3;1;0;2;4;9;64;206;109;29;21;52;45;33;31;55;85;120;61;43;14;13;16;1021;;4;672 - Pont de Pornic vers Nord;2025-10-23;Vacances de la Toussaint
665;2025-10-23;5;2;0;0;3;5;9;35;112;53;18;23;42;31;32;26;37;82;104;46;29;21;13;6;734;;4;665 - Bonduelle vers Nord;2025-10-23;Vacances de la Toussaint
727;2025-10-23;2;3;0;0;1;3;5;20;72;26;5;13;26;30;11;13;21;49;40;30;17;6;3;2;398;;4;727 - Pont Tabarly vers Nord;2025-10-23;Vacances de la Toussaint
745;2025-10-23;1;0;0;0;0;0;0;3;8;3;2;3;4;6;7;5;8;19;19;7;5;3;1;2;106;;4;745 - Calvaire vers Ouest;2025-10-23;Vacances de la Toussaint
746;2025-10-23;0;0;0;0;0;0;3;23;72;40;12;9;23;20;10;19;36;84;65;51;19;5;4;1;496;;4;746 - Chemin de halage Tortière vers Sud;2025-10-23;Vacances de la Toussaint
945;2025-10-23;3;2;1;0;1;3;6;17;64;37;20;21;29;40;22;18;31;80;77;38;28;23;16;14;591;;4;945 - Magellan vers Ouest;2025-10-23;Vacances de la Toussaint
890;2025-10-23;15;6;4;4;10;11;34;107;324;165;58;55;84;96;96;109;119;226;231;170;78;53;54;45;2154;;4;890 - Pont de Pirmil vers Sud;2025-10-23;Vacances de la Toussaint
980;2025-10-23;1;2;0;1;0;0;0;1;2;0;2;1;1;1;1;1;1;5;2;3;0;1;1;1;28;;4;980 - Pont Tabarly vers Sud;2025-10-23;Vacances de la Toussaint
987;2025-10-23;5;1;0;1;0;1;0;3;22;9;3;4;14;13;8;10;8;24;34;27;9;12;6;7;221;;4;987 - Tremie vers Est;2025-10-23;Vacances de la Toussaint
679;2025-10-23;0;0;0;0;0;0;0;0;5;3;2;6;11;3;4;4;7;10;7;8;4;1;0;6;81;;4;679 - Bd Malakoff vers Gare Sud;2025-10-23;Vacances de la Toussaint
681;2025-10-23;11;2;2;2;1;3;6;8;39;27;11;10;23;25;23;24;34;71;93;63;33;32;25;20;588;;4;681 - Stalingrad vers est;2025-10-23;Vacances de la Toussaint
664;2025-10-23;11;4;1;0;2;2;8;34;136;59;17;21;39;50;31;15;40;116;120;55;39;35;28;28;891;;4;664 - Bonduelle vers sud;2025-10-23;Vacances de la Toussaint
996;2025-10-23;6;2;0;2;0;0;7;32;62;32;12;9;12;17;17;16;24;42;55;43;18;13;18;15;454;;4;996 - Van Iseghem vers Nord;2025-10-23;Vacances de la Toussaint
997;2025-10-23;0;0;0;0;0;0;8;22;92;52;8;10;24;17;19;20;33;71;53;45;13;5;3;2;497;;4;997 - Van Iseghem vers Sud;2025-10-23;Vacances de la Toussaint
680;2025-10-23;10;10;5;2;12;3;10;33;90;49;26;24;33;40;39;29;56;72;77;62;30;25;12;29;778;;4;680 - Stalingrad vers ouest;2025-10-23;Vacances de la Toussaint
682;2025-10-23;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;4;682 - pont Anne de Bretagne vers Sud;2025-10-23;Vacances de la Toussaint
747;2025-10-23;3;2;0;1;0;0;4;34;95;47;18;16;10;23;21;14;20;50;75;37;20;7;4;14;515;;4;747 - Chemin de halage Tortière vers Nord;2025-10-23;Vacances de la Toussaint
785;2025-10-23;20;5;1;0;9;11;23;88;347;197;51;71;116;142;94;86;112;240;266;158;95;63;57;81;2333;;4;785 - 50 Otages Vers Sud;2025-10-23;Vacances de la Toussaint
847;2025-10-23;26;9;6;3;5;6;13;46;172;104;46;46;88;97;61;74;102;200;229;149;88;71;46;60;1747;;4;847 - Entrée pont Audibert vers Sud;2025-10-23;Vacances de la Toussaint
994;2025-10-23;7;4;2;0;0;1;3;13;53;18;3;10;29;28;19;27;31;82;116;54;32;18;20;23;593;;4;994 - Ceineray vers Est;2025-10-23;Vacances de la Toussaint
673;2025-10-23;1;4;0;0;2;3;2;32;38;17;4;6;18;13;11;17;28;71;81;44;21;17;10;14;454;;4;673 - Pont de Pornic vers Sud;2025-10-23;Vacances de la Toussaint
673;2025-10-22;3;3;1;0;4;2;6;30;54;24;17;17;26;29;21;23;58;111;120;52;20;15;5;10;651;;3;673 - Pont de Pornic vers Sud;2025-10-22;Vacances de la Toussaint
664;2025-10-22;10;6;0;0;2;3;7;48;172;78;17;23;53;50;35;35;47;121;128;73;40;13;21;17;999;;3;664 - Bonduelle vers sud;2025-10-22;Vacances de la Toussaint
680;2025-10-22;11;10;8;3;6;7;6;51;133;63;37;31;51;58;52;43;61;75;71;50;39;16;9;18;909;;3;680 - Stalingrad vers ouest;2025-10-22;Vacances de la Toussaint
682;2025-10-22;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;3;682 - pont Anne de Bretagne vers Sud;2025-10-22;Vacances de la Toussaint
727;2025-10-22;3;0;0;0;3;5;6;31;86;30;12;16;29;19;10;17;23;48;37;18;7;3;4;5;412;;3;727 - Pont Tabarly vers Nord;2025-10-22;Vacances de la Toussaint
950;2025-10-22;0;0;0;0;0;0;1;4;14;3;0;1;5;4;4;7;5;12;8;8;0;1;0;2;79;;3;950 - avenue de la Libération vers Nord;2025-10-22;Vacances de la Toussaint
977;2025-10-22;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;2;4;4;4;4;2;4;0;8;36;;3;977 - pont des 3 Continents vers Nord;2025-10-22;Vacances de la Toussaint
944;2025-10-22;0;0;0;0;0;0;2;12;29;16;8;6;7;14;8;6;17;19;18;15;3;1;1;1;183;;3;944 - Magellan vers Est;2025-10-22;Vacances de la Toussaint
747;2025-10-22;8;1;1;0;0;1;6;54;129;74;28;21;26;35;24;18;23;45;80;32;13;6;6;1;632;;3;747 - Chemin de halage Tortière vers Nord;2025-10-22;Vacances de la Toussaint
881;2025-10-22;8;1;1;2;4;6;20;64;150;110;57;70;113;81;59;69;106;205;186;103;56;28;20;21;1540;;3;881 - Madeleine vers Sud;2025-10-22;Vacances de la Toussaint
890;2025-10-22;25;7;3;1;7;16;54;131;393;211;74;89;125;130;109;116;152;245;256;145;75;37;39;49;2489;;3;890 - Pont de Pirmil vers Sud;2025-10-22;Vacances de la Toussaint
669;2025-10-22;1;1;0;0;1;5;15;61;176;89;11;15;22;31;22;9;36;38;46;24;7069;3943;7;3;11625;;3;669 - De Gaulle sortie Clémenceau vers Nord;2025-10-22;Vacances de la Toussaint
672;2025-10-22;3;1;2;0;1;3;9;69;201;96;26;27;43;51;30;22;42;60;62;61;14;8;8;9;848;;3;672 - Pont de Pornic vers Nord;2025-10-22;Vacances de la Toussaint
949;2025-10-22;0;0;0;0;1;4;20;45;116;48;18;16;21;31;16;23;26;39;39;25;8;6;4;3;509;;3;949 - avenue de la Libération vers Sud;2025-10-22;Vacances de la Toussaint
960;2025-10-22;0;0;0;0;0;0;1;4;4;3;1;4;7;2;2;3;6;6;7;0;0;0;0;0;50;;3;960 - Sorinières Vers Nord;2025-10-22;Vacances de la Toussaint
943;2025-10-22;0;0;0;0;0;1;2;6;11;7;2;2;5;4;5;7;6;16;16;9;2;0;1;1;103;;3;943 - Magellan vers Ouest;2025-10-22;Vacances de la Toussaint
947;2025-10-22;0;0;0;1;0;1;2;22;72;28;9;5;13;12;4;11;14;14;20;9;5;1;1;1;245;;3;947 - Bd Malakoff vers Ouest;2025-10-22;Vacances de la Toussaint
995;2025-10-22;1;0;0;1;1;2;16;47;185;100;40;28;36;35;39;32;51;87;84;45;32;12;5;4;883;;3;995 - Ceineray vers Ouest;2025-10-22;Vacances de la Toussaint
945;2025-10-22;4;1;3;2;0;2;6;24;79;55;19;28;37;64;31;28;43;74;72;48;24;13;13;7;677;;3;945 - Magellan vers Ouest;2025-10-22;Vacances de la Toussaint
997;2025-10-22;0;0;0;0;0;1;4;27;58;19;11;11;12;14;15;19;38;85;72;36;16;6;2;2;448;;3;997 - Van Iseghem vers Sud;2025-10-22;Vacances de la Toussaint
668;2025-10-22;8;4;2;0;2;2;2;12;74;30;8;19;35;39;23;28;42;114;124;51;45;25;16;10;715;;3;668 - De Gaulle vers sud;2025-10-22;Vacances de la Toussaint
681;2025-10-22;6;5;1;1;2;1;6;20;55;29;19;19;36;33;40;37;39;85;102;56;24;17;27;18;678;;3;681 - Stalingrad vers est;2025-10-22;Vacances de la Toussaint
742;2025-10-22;6;1;0;0;1;8;21;57;184;99;46;41;89;64;50;55;72;179;194;98;35;18;18;22;1358;;3;742 - Philippot vers Est;2025-10-22;Vacances de la Toussaint
994;2025-10-22;3;4;4;0;0;4;4;18;52;25;15;26;38;35;19;15;32;81;96;52;19;15;8;11;576;;3;994 - Ceineray vers Est;2025-10-22;Vacances de la Toussaint
672;2025-10-22;6;1;1;0;5;4;13;87;255;122;41;44;59;62;45;41;61;96;109;75;25;21;13;12;1198;;3;672 - Pont de Pornic vers Nord;2025-10-22;Vacances de la Toussaint
996;2025-10-22;7;3;1;0;0;1;7;37;54;34;17;8;12;8;14;15;27;45;61;29;14;8;6;4;412;;3;996 - Van Iseghem vers Nord;2025-10-22;Vacances de la Toussaint
675;2025-10-22;4;0;0;0;1;5;7;50;142;77;37;16;0;0;29;42;43;124;129;73;37;21;17;11;865;;3;675 - Pont Haudaudine vers Nord;2025-10-22;Vacances de la Toussaint
679;2025-10-22;0;0;0;0;1;0;0;2;8;5;2;3;4;6;5;6;6;5;5;5;4;1;0;0;68;;3;679 - Bd Malakoff vers Gare Sud;2025-10-22;Vacances de la Toussaint
745;2025-10-22;0;1;0;0;0;0;1;1;7;6;5;1;12;6;8;7;11;13;13;13;7;1;1;1;115;;3;745 - Calvaire vers Ouest;2025-10-22;Vacances de la Toussaint
746;2025-10-22;0;1;0;0;0;1;3;28;87;41;17;12;28;28;22;26;38;96;85;40;18;5;2;2;580;;3;746 - Chemin de halage Tortière vers Sud;2025-10-22;Vacances de la Toussaint
785;2025-10-22;20;9;1;3;7;7;34;114;417;220;89;56;113;105;98;104;141;197;239;146;83;44;51;34;2332;;3;785 - 50 Otages Vers Sud;2025-10-22;Vacances de la Toussaint
986;2025-10-22;0;0;2;0;0;0;5;11;52;29;13;8;16;19;13;7;21;24;19;14;11;3;3;4;274;;3;986 - Tremie vers Ouest;2025-10-22;Vacances de la Toussaint
788;2025-10-22;19;12;5;3;1;4;9;44;116;72;37;56;88;91;63;63;91;179;252;118;71;43;39;34;1510;;3;788 - 50 Otages Vers Nord;2025-10-22;Vacances de la Toussaint
674;2025-10-22;10;0;2;1;1;3;9;40;141;103;30;27;54;71;49;33;55;85;117;84;48;24;14;9;1010;;3;674 - Pont Haudaudine vers Sud;2025-10-22;Vacances de la Toussaint
672;2025-10-22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;3;672 - Pont de Pornic vers Nord;2025-10-22;Vacances de la Toussaint
665;2025-10-22;0;2;1;0;1;5;16;54;156;81;21;22;35;32;26;23;54;102;87;47;21;6;17;7;816;;3;665 - Bonduelle vers Nord;2025-10-22;Vacances de la Toussaint
725;2025-10-22;3;1;0;0;2;0;9;26;64;36;9;8;25;32;16;19;30;70;67;36;15;13;9;3;493;;3;725 - Pont Tabarly vers Sud;2025-10-22;Vacances de la Toussaint
743;2025-10-22;10;2;4;1;1;0;10;48;176;121;42;42;51;67;62;39;71;103;165;79;44;23;11;9;1181;;3;743 - Philippot vers ouest;2025-10-22;Vacances de la Toussaint
744;2025-10-22;3;2;0;0;0;3;7;22;60;56;31;21;45;59;31;46;47;58;76;50;28;24;14;7;690;;3;744 - Calvaire vers Est;2025-10-22;Vacances de la Toussaint
948;2025-10-22;0;1;0;0;0;0;3;9;28;21;12;8;14;14;8;13;22;40;57;14;5;4;6;3;282;;3;948 - Bd Malakoff vers Est;2025-10-22;Vacances de la Toussaint
980;2025-10-22;0;0;0;0;0;0;0;0;3;2;3;1;3;2;1;1;1;2;3;0;3;2;2;0;29;;3;980 - Pont Tabarly vers Sud;2025-10-22;Vacances de la Toussaint
989;2025-10-22;7;5;2;1;1;9;51;107;88;28;27;31;70;52;53;57;112;211;201;95;36;27;28;25;1324;;3;989 - Kennedy vers Ouest;2025-10-22;Vacances de la Toussaint
946;2025-10-22;2;0;0;2;1;2;10;33;119;68;32;26;73;45;37;30;49;88;106;63;22;14;10;9;841;;3;946 - Magellan vers Est;2025-10-22;Vacances de la Toussaint
880;2025-10-22;17;8;4;2;9;2;22;56;212;91;34;42;75;95;76;55;119;126;167;93;49;30;18;24;1426;;3;880 - Madeleine vers Nord;2025-10-22;Vacances de la Toussaint
959;2025-10-22;0;1;0;1;5;1;5;7;10;7;3;2;6;2;3;1;4;6;3;1;1;0;3;0;72;;3;959 - Sorinières Vers Sud;2025-10-22;Vacances de la Toussaint
979;2025-10-22;2;3;0;1;1;9;12;55;146;81;26;20;33;30;27;38;34;60;64;28;13;6;3;3;695;;3;979 - pont des 3 Continents vers Sud;2025-10-22;Vacances de la Toussaint
981;2025-10-22;0;0;0;0;0;0;3;3;6;5;0;1;7;8;0;4;5;4;7;4;3;2;0;0;62;;3;981 - Pont Tabarly vers Nord;2025-10-22;Vacances de la Toussaint
988;2025-10-22;5;0;0;1;0;1;14;83;260;131;39;24;37;59;40;25;50;72;117;76;29;13;4;1;1081;;3;988 - Kennedy vers Est;2025-10-22;Vacances de la Toussaint
786;2025-10-22;20;13;6;1;3;10;19;70;202;131;54;92;149;93;80;101;134;260;331;149;97;57;56;32;2160;;3;786 - 50 Otages Vers Nord;2025-10-22;Vacances de la Toussaint
847;2025-10-22;22;7;6;5;9;5;23;57;217;113;54;56;101;152;95;83;149;213;228;156;75;44;39;34;1943;;3;847 - Entrée pont Audibert vers Sud;2025-10-22;Vacances de la Toussaint
666;2025-10-22;4;0;2;0;0;0;1;3;18;13;4;3;10;10;7;13;20;30;25;6;8;2;2;5;186;;3;666 - Pont Audibert vers Sud;2025-10-22;Vacances de la Toussaint
667;2025-10-22;11;4;2;1;3;9;42;119;308;180;70;76;142;107;66;66;120;191;205;106;59;36;33;27;1983;;3;667 - Entrée pont Audibert vers Nord;2025-10-22;Vacances de la Toussaint
677;2025-10-22;0;0;0;0;2;3;19;34;98;42;11;16;31;30;19;22;28;68;71;27;18;9;23;24;595;;3;677 - Pont Willy Brandt vers Malakoff;2025-10-22;Vacances de la Toussaint
683;2025-10-22;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;3;683 - pont Anne de Bretagne vers Nord;2025-10-22;Vacances de la Toussaint
